	SubjectID1	SubjectID2	Group1	Group2	Distance
238	SS063	SS052	Sterile	Muck	0.8034
239	SS063	SS064	Sterile	Muck	0.8516
240	SS063	SS076	Sterile	Muck	0.7756
241	SS063	SS090	Sterile	Muck	0.8208
242	SS063	SS095	Sterile	Muck	0.4626
243	SS066	SS007	Sterile	Muck	0.868
244	SS066	SS011	Sterile	Muck	0.6826
245	SS066	SS019	Sterile	Muck	0.5916
246	SS066	SS028	Sterile	Muck	0.8394
247	SS066	SS040	Sterile	Muck	0.7674
248	SS066	SS052	Sterile	Muck	0.7736
249	SS066	SS064	Sterile	Muck	0.7996
250	SS066	SS076	Sterile	Muck	0.7132
251	SS066	SS090	Sterile	Muck	0.708
252	SS066	SS095	Sterile	Muck	0.6248
253	SS070	SS007	Sterile	Muck	0.6376
254	SS070	SS011	Sterile	Muck	0.9094
255	SS070	SS019	Sterile	Muck	0.587
256	SS070	SS028	Sterile	Muck	0.4632
257	SS070	SS040	Sterile	Muck	0.5458
258	SS070	SS052	Sterile	Muck	0.57
259	SS070	SS064	Sterile	Muck	0.5394
260	SS070	SS076	Sterile	Muck	0.607
261	SS070	SS090	Sterile	Muck	0.5168
262	SS070	SS095	Sterile	Muck	0.8654
263	SS071	SS007	Sterile	Muck	0.9546
264	SS071	SS011	Sterile	Muck	0.4186
265	SS071	SS019	Sterile	Muck	0.7556
266	SS071	SS028	Sterile	Muck	0.8892
267	SS071	SS040	Sterile	Muck	0.8652
268	SS071	SS052	Sterile	Muck	0.876
269	SS071	SS064	Sterile	Muck	0.8918
270	SS071	SS076	Sterile	Muck	0.835
271	SS071	SS090	Sterile	Muck	0.8378
272	SS071	SS095	Sterile	Muck	0.4138
